instance,inversions,reducedA,reducedB,gen_trial
1,64,False,False,1
2,57,False,False,1
3,38,False,False,1
4,29,False,False,1
5,49,False,False,1
6,73,False,False,1
7,59,False,False,1
8,67,False,False,1
9,57,False,False,1
10,41,False,False,1
11,60,False,False,1
12,44,False,False,1
13,61,False,False,1
14,54,False,False,1
15,48,False,False,1
16,34,False,False,1
17,47,False,False,1
18,62,False,False,1
19,64,False,False,1
20,59,False,False,1
21,47,False,False,1
22,59,False,False,1
23,47,False,False,1
24,60,False,False,1
25,72,False,False,1
26,40,False,False,1
27,50,False,False,1
28,68,False,False,1
29,50,False,False,1
30,45,False,False,1
31,44,False,False,1
32,50,False,False,1
33,64,False,False,1
34,40,False,False,1
35,54,False,False,1
36,51,False,False,1
37,57,False,False,1
38,43,False,False,1
39,47,False,False,1
40,51,False,False,1
41,50,False,False,1
42,38,False,False,1
43,38,False,False,1
44,43,False,False,1
45,57,False,False,1
46,65,False,False,1
47,61,False,False,1
48,57,False,False,1
49,47,False,False,1
50,58,False,False,1
51,66,False,False,1
52,66,False,False,1
53,51,False,False,1
54,67,False,False,1
55,60,False,False,1
56,64,False,False,1
57,43,False,False,1
58,38,False,False,1
59,56,False,False,1
60,62,False,False,1
61,36,False,False,1
62,45,False,False,1
63,59,False,False,1
64,52,False,False,1
65,48,False,False,1
66,54,False,False,1
67,35,False,False,1
68,62,False,False,1
69,67,False,False,1
70,24,False,False,1
71,60,False,False,1
72,56,False,False,1
73,54,False,False,1
74,50,False,False,1
75,46,False,False,1
76,54,False,False,1
77,43,False,False,1
78,74,False,False,1
79,48,False,False,1
80,53,False,False,1
81,44,False,False,1
82,52,False,False,1
83,68,False,False,1
84,38,False,False,1
85,51,False,False,1
86,53,False,False,1
87,69,False,False,1
88,45,False,False,1
89,38,False,False,1
90,60,False,False,1
91,45,False,False,1
92,30,False,False,1
93,60,False,False,1
94,60,False,False,1
95,49,False,False,1
96,61,False,False,1
97,59,False,False,1
98,48,False,False,1
99,67,False,False,1
100,45,False,False,1
101,64,False,False,1
102,45,False,False,1
103,60,False,False,1
104,47,False,False,1
105,48,False,False,1
106,48,False,False,1
107,34,False,False,1
108,55,False,False,1
109,53,False,False,1
110,33,False,False,1
111,48,False,False,1
112,57,False,False,1
113,62,False,False,1
114,47,False,False,1
115,75,False,False,1
116,51,False,False,1
117,68,False,False,1
118,40,False,False,1
119,41,False,False,1
120,55,False,False,1
121,56,False,False,1
122,54,False,False,1
123,54,False,False,1
124,54,False,False,1
125,59,False,False,1
126,52,False,False,1
127,43,False,False,1
128,59,False,False,1
129,52,False,False,1
130,42,False,False,1
131,57,False,False,1
132,55,False,False,1
133,50,False,False,1
134,42,False,False,1
135,57,False,False,1
136,45,False,False,1
137,59,False,False,1
138,41,False,False,1
139,43,False,False,1
140,43,False,False,1
141,56,False,False,1
142,53,False,False,1
143,57,False,False,1
144,66,False,False,1
145,70,False,False,1
146,39,False,False,1
147,59,False,False,1
148,60,False,False,1
149,47,False,False,1
150,49,False,False,1
151,38,False,False,1
152,60,False,False,1
153,69,False,False,1
154,49,False,False,1
155,44,False,False,1
156,54,False,False,1
157,53,False,False,1
158,60,False,False,1
159,48,False,False,1
160,53,False,False,1
161,47,False,False,1
162,63,False,False,1
163,78,False,False,1
164,30,False,False,1
165,47,False,False,1
166,50,False,False,1
167,52,False,False,1
168,38,False,False,1
169,35,False,False,1
170,62,False,False,1
171,55,False,False,1
172,47,False,False,1
173,43,False,False,1
174,52,False,False,1
175,59,False,False,1
176,42,False,False,1
177,49,False,False,1
178,62,False,False,1
179,47,False,False,1
180,43,False,False,1
181,47,False,False,1
182,42,False,False,1
183,68,False,False,1
184,46,False,False,1
185,64,False,False,1
186,66,False,False,1
187,40,False,False,1
188,59,False,False,1
189,63,False,False,1
190,63,False,False,1
191,69,False,False,1
192,49,False,False,1
193,73,False,False,1
194,37,False,False,1
195,60,False,False,1
196,32,False,False,1
197,52,False,False,1
198,50,False,False,1
199,69,False,False,1
